710:-0.7068938 -0.48116985 -0.96302956 -0.10542182 -0.0089322105 0.7011581 -0.22622621 0.23754892 0.0689148 -0.67928535
205:0.080078654 0.15380968 -0.7457016 -0.15208635 -0.108024284 0.0495349 -0.12521456 -0.19595282 -0.58393985 0.08941896
45:0.13062468 -0.03921302 -0.7994142 -0.086106166 0.038168374 -0.15838109 -0.27123958 -0.43362334 -0.26419157 0.28746766
515:0.34117946 0.2272698 -0.35463527 -0.4205456 0.011236644 0.046795793 -0.19519791 -0.58382356 -0.45970586 0.2890979
574:-0.12240135 -0.13819867 -0.3270564 -0.44124097 0.19399138 -0.03480703 -0.064759426 -0.11249492 -0.4147081 0.47455776
858:-0.3028435 0.17191312 0.16590507 -0.08820917 0.59361213 -0.060973693 0.2441808 -0.041776642 0.23077731 -0.12824936
619:-0.5030126 -0.22884032 -0.6696058 -0.6357446 -0.11734366 0.25159377 0.13340251 -0.06578092 -0.22181651 -0.18220498
507:0.09684364 0.24487485 -0.65243167 -0.72214144 -0.30410808 -0.11251867 -0.011852287 -0.20221668 -0.14560321 -0.12540925
113:-0.7838614 -0.1366273 -0.6580039 -0.550031 -0.3633703 0.6001895 -0.11219559 -0.13345888 0.26659498 -0.4876501
34:-0.09955837 0.28451702 -0.006178049 0.1613292 -0.036100376 -0.05083002 0.5480242 -0.050116207 -0.4026038 0.19263983
563:-0.390782 0.07457472 -0.48760152 -0.20039092 0.39271414 -0.15634221 -0.31699157 -0.42719468 -0.2839258 -0.04272711
381:0.430077 0.27307108 -0.76017255 -0.048201166 -0.1697709 0.17066567 -0.11025289 -0.13851793 -0.41106036 -0.21890901
455:0.41283777 -0.012906881 -1.0076488 0.25754344 -0.15583324 -0.007976798 -0.2414424 0.032253332 0.05523252 0.052706152
67:-0.45931187 -0.14684966 -0.7843932 -0.72778386 -0.30552498 0.6170906 -0.11540046 0.25020665 -0.36383837 0.24693476
388:-0.30335748 -0.108617134 -0.77809274 -0.5644617 0.15959518 -0.32799795 -0.023423908 -0.61971253 -0.0658607 0.10859873
974:0.23880915 0.254364 -0.25537583 -0.9249452 0.503852 0.6329824 0.15666625 -0.3414184 -0.2629883 0.5419385
169:0.20912474 -0.15591042 -0.87520844 0.22761253 -0.4321667 0.5584078 -0.12681104 0.6948291 -0.0048707845 -0.4635168
444:0.17222303 -0.22565497 -0.9816722 -0.26831675 -0.075747676 -0.0048221173 -0.14663623 0.00060212665 -0.42720145 0.2197061
193:0.26369232 0.2381715 -0.5970075 -0.3365141 -0.567017 -0.26688427 -0.30600646 0.117638186 0.36670628 0.011448222
713:-0.42168304 -0.8915066 -0.42883557 -0.4663979 -0.43455675 0.538717 -0.14445135 0.373264 -0.41814035 -0.09592574
302:-0.49351275 0.008401936 -0.44115946 -0.43199375 -0.12959275 -0.128999 0.03175172 -0.2290118 -0.7491982 0.043724954
153:0.28303438 0.49604556 -0.31126928 0.5016605 0.0522742 0.048858657 0.48228985 0.9229828 -0.16070756 -0.68567616
844:-0.8844521 -0.16741067 -0.5526834 -0.5206955 -0.24902272 0.2606298 -0.38133764 -0.069049805 -0.38216424 -0.13768093
335:-0.10006878 -0.27725595 -0.71551394 -0.91608644 -0.18260562 0.08468261 -0.36127022 -0.14543355 -0.23915605 0.21618827
885:-0.5238852 -0.33787325 -0.38072804 -0.046415403 -0.2539179 0.28193262 -0.50359696 0.14325523 -0.110539675 -0.18761028
735:-0.76993936 -0.3179939 -0.6964621 -0.6425382 -0.39103594 -0.44380316 0.2934847 0.022098403 0.40800828 -0.2396408
664:-0.32428434 -0.5026435 -0.3276136 -0.32524237 -0.4811134 0.3899873 -0.060079478 0.25818497 -0.065573856 -0.52032113
93:-0.19918866 -0.21377705 -0.7471609 -0.072704956 -0.75482506 0.5966672 0.05457003 -0.085852996 -0.34092316 -0.23580843
158:0.6689123 0.13326311 -0.8936551 0.5589681 -0.18885791 0.09667984 -0.13613394 -0.018966384 0.49008873 0.06861365
458:-0.36514676 -0.16596115 -0.6367008 -0.19020618 -0.13943027 0.415574 -0.052234523 0.0439409 -0.25087035 -0.05691358
997:-0.25937814 -0.16973585 -0.43781862 -0.25440505 0.2116987 -0.2027972 0.091480605 0.19772582 -0.52330554 0.09859349
182:0.18418387 -0.20912041 -0.5548629 0.12407307 -0.029156962 0.44465563 -0.37648097 -0.08273522 0.042181663 -0.54834557
147:0.2095566 -0.06647457 -0.55838567 -0.17784122 0.037510812 -0.19065759 -0.17525567 -0.40811363 -0.2222877 -0.16701746
616:0.41012314 0.22646031 -0.7211307 0.042469475 0.273328 0.32592613 -0.08159455 0.17735216 -0.2588001 -0.14985049
589:0.124609396 0.3041789 0.08289792 -0.044267118 -0.056014415 -0.26580176 0.41600692 -0.043591768 0.09160699 -0.2928254
544:-0.3455209 0.12543704 -1.0503424 -0.39533246 -0.52873725 0.26593274 -0.37562373 0.25514504 0.6946376 -0.5684152
436:-0.40756863 -0.45296726 -0.7977558 0.15777747 -0.28183955 0.34422618 -0.46057257 -0.080467016 0.43079308 -0.06972778
